username,password,studentID,firstname,lastname,gender(0-male/1-female),DateofBirth(mm/dd/yyyy),socialID,CLASS
21140106,thao589@KHTN,21140106,Pham Thanh,Thao,1,07/04/2002,75304018589,22CLC2
21140107,thao590@KHTN,21140107,Vu Thanh,Thao,0,12/26/2002,75304018590,22CLC2
21140110,thien591@KHTN,21140110,Nguyen Phuc,Thien,1,07/02/2001,75304018591,22CLC2
21140111,tai592@KHTN,21140111,Tran Vuong Thien,Tai,1,07/21/2002,75304018592,22CLC2
21140112,thong593@KHTN,21140112,Sy Huu,Thong,1,06/11/2002,75304018593,22CLC2
21140113,thu594@KHTN,21140113,Nguyen Ngoc Minh,Thu,0,07/23/2002,75304018594,22CLC2
21140116,thy595@KHTN,21140116,Nguyen Dinh Uyen,Thy,0,11/14/2003,75304018595,22CLC2
21140124,truc596@KHTN,21140124,Phan Nguyen Thanh,Truc,1,08/15/2002,75304018596,22CLC2
21140129,tuyet597@KHTN,21140129,Nguyen Doanh Xuan,Tuyet,1,06/02/2003,75304018597,22CLC2
21140130,uyen598@KHTN,21140130,Vo Hoang Phuong,Uyen,1,11/05/2001,75304018598,22CLC2
21140134,vy599@KHTN,21140134,Pham Vo Thuy,Vy,0,10/24/2003,75304018599,22CLC2
21140135,xuyen600@KHTN,21140135,Ha My,Xuyen,0,04/16/2001,75304018600,22CLC2
21140137,yen601@KHTN,21140137,Tran Pham Hoang,Yen,1,09/11/2003,75304018601,22CLC2
21140140,thu602@KHTN,21140140,Trinh Tran Anh,Thu,0,06/10/2002,75304018602,22CLC2
21140142,an603@KHTN,21140142,Vu Le,An,0,03/09/2002,75304018603,22CLC2
21140143,anh604@KHTN,21140143,Le Quynh,Anh,1,04/06/2001,75304018604,22CLC2
21140146,anh605@KHTN,21140146,Nguyen Vy,Anh,1,04/16/2002,75304018605,22CLC2
21140155,binh606@KHTN,21140155,Mac Quang,Binh,0,11/28/2001,75304018606,22CLC2
21140163,dat607@KHTN,21140163,Tran Minh,Dat,0,12/21/2002,75304018607,22CLC2
21140167,dung608@KHTN,21140167,Truong My,Dung,1,08/18/2002,75304018608,22CLC2
21140178,giang609@KHTN,21140178,Pham Thi Truc,Giang,0,12/05/2001,75304018609,22CLC2
21140181,han610@KHTN,21140181,Nguyen Huynh Bao,Han,0,04/05/2001,75304018610,22CLC2
21140182,hanh611@KHTN,21140182,Ta Le Ngoc,Hanh,0,06/19/2001,75304018611,22CLC2
123456,Hop789@KHTN,123456,Le Quang,Hop,1,03/11/1999,123456789,22CLC2
21140183,hao612@KHTN,21140183,Huynh Ngoc,Hao,0,12/19/2002,75304018612,22CLC3
21140195,kha613@KHTN,21140195,Lam Vy,Kha,1,11/20/2003,75304018613,22CLC3
21140200,khoa614@KHTN,21140200,Le Nguyen Yen,Khoa,1,05/25/2003,75304018614,22CLC3
21140210,linh615@KHTN,21140210,Truong Tran Ngoc,Linh,0,11/13/2002,75304018615,22CLC3
21140212,long616@KHTN,21140212,Dinh Nam,Long,0,08/10/2003,75304018616,22CLC3
21140213,long617@KHTN,21140213,Tran Huynh,Long,1,06/20/2002,75304018617,22CLC3
21140216,minh618@KHTN,21140216,Le Dang,Minh,1,10/17/2003,75304018618,22CLC3
21140217,minh619@KHTN,21140217,Nguyen Gia,Minh,0,02/05/2002,75304018619,22CLC3
21140220,ngan620@KHTN,21140220,Pham Thanh,Ngan,1,04/05/2003,75304018620,22CLC3
21140225,nghia621@KHTN,21140225,Vo Duc Trong,Nghia,1,10/21/2003,75304018621,22CLC3
21140226,ngoc622@KHTN,21140226,Dang Huynh Kim,Ngoc,1,07/26/2001,75304018622,22CLC3
21140227,nguyen623@KHTN,21140227,Chiem Gia,Nguyen,1,10/25/2002,75304018623,22CLC3
21140233,nhan624@KHTN,21140233,Le Duc,Nhan,1,01/08/2001,75304018624,22CLC3
21140236,nhi625@KHTN,21140236,Mai Thi Yen,Nhi,1,08/23/2001,75304018625,22CLC3
21140245,oanh626@KHTN,21140245,Le Ngoc,Oanh,0,07/01/2003,75304018626,22CLC3
21140248,phuc627@KHTN,21140248,Le Truong,Phuc,1,01/27/2002,75304018627,22CLC3
21140252,quang628@KHTN,21140252,Tran Minh,Quang,1,01/01/2001,75304018628,22CLC3
21140254,quynh629@KHTN,21140254,Dao Duc Thuy,Quynh,1,07/25/2003,75304018629,22CLC3
21140257,quynh630@KHTN,21140257,Tran Duc,Quynh,1,10/04/2001,75304018630,22CLC3
21140258,quynh631@KHTN,21140258,Tran Phuong,Quynh,1,01/15/2002,75304018631,22CLC3
21140261,tam632@KHTN,21140261,Le Nguyen My,Tam,0,12/04/2003,75304018632,22CLC3
21140265,thanh633@KHTN,21140265,Huynh Thi Thuy,Thanh,0,08/24/2003,75304018633,22CLC3
21140266,thanh634@KHTN,21140266,Phan Thi Thu,Thanh,1,12/01/2002,75304018634,22CLC3
21140272,thao635@KHTN,21140272,Nguyen Phuong,Thao,0,07/17/2003,75304018635,22CLC3
21140273,thao636@KHTN,21140273,Nguyen Thi Phuong,Thao,1,07/12/2002,75304018636,22CLC3
21140276,thong637@KHTN,21140276,Huynh Le Ngoc,Thong,1,10/15/2002,75304018637,22CLC3
21140277,thu638@KHTN,21140277,Nguyen Thiet Minh,Thu,1,04/18/2001,75304018638,22CLC3
21140278,thu639@KHTN,21140278,Nguyen Tran Minh,Thu,0,04/12/2002,75304018639,22CLC3
21140282,thuy640@KHTN,21140282,Lai Le Nhu,Thuy,0,01/18/2003,75304018640,22CLC3
21140290,truc641@KHTN,21140290,Nguyen Thi Chanh,Truc,0,07/05/2001,75304018641,22CLC3
21140294,tuyen642@KHTN,21140294,Nguyen Thi Thanh,Tuyen,1,08/23/2002,75304018642,22CLC3
21140300,vy643@KHTN,21140300,Diep Thi Thuy,Vy,0,12/03/2002,75304018643,22CLC3
21140302,vy644@KHTN,21140302,Hoang Dieu Thao,Vy,0,05/11/2001,75304018644,22CLC3
21140306,y645@KHTN,21140306,Huynh Nhu,Y,1,02/17/2002,75304018645,22CLC3
21140312,bao646@KHTN,21140312,Vuong Gia,Bao,1,06/15/2003,75304018646,22CLC3
21140319,an647@KHTN,21140319,Nguyen Thi Quynh,An,1,11/12/2002,75304018647,22CLC3
21140321,anh648@KHTN,21140321,Do Hoai My,Anh,0,01/16/2001,75304018648,22CLC3
21140322,anh649@KHTN,21140322,Nguyen Duc,Anh,0,06/15/2001,75304018649,22CLC3
21140323,anh650@KHTN,21140323,Nguyen Thi Minh,Anh,1,08/05/2003,75304018650,22CLC3
21140326,ban651@KHTN,21140326,Tran,Ban,0,12/20/2003,75304018651,22CLC3
21140327,bao652@KHTN,21140327,Pham Thien,Bao,0,11/06/2003,75304018652,22CLC3
21140329,binh653@KHTN,21140329,Nguyen Duong An,Binh,0,06/17/2001,75304018653,22CLC3
21140330,chau654@KHTN,21140330,Nguyen Ngoc Minh,Chau,0,04/09/2003,75304018654,22CLC3
21140331,chi655@KHTN,21140331,Bui Phuoc,Chi,0,10/25/2001,75304018655,22CLC3
21140332,cung656@KHTN,21140332,Duong,Cung,1,11/28/2002,75304018656,22CLC3
21140333,cuong657@KHTN,21140333,Nguyen Nhat,Cuong,0,08/08/2002,75304018657,22CLC3
21140334,cuong658@KHTN,21140334,Trinh Manh,Cuong,0,12/12/2001,75304018658,22CLC3
21140336,dat659@KHTN,21140336,Nguyen Huu,Dat,0,03/24/2001,75304018659,22CLC3
21140357,huy660@KHTN,21140357,Dang Tran Quang,Huy,0,02/28/2003,75304018660,22CLC3
21140358,huy661@KHTN,21140358,Huynh Nhat,Huy,0,08/10/2002,75304018661,22CLC3
21140359,huy662@KHTN,21140359,Tran Van,Huy,1,02/22/2002,75304018662,22CLC4
21140360,huyen663@KHTN,21140360,Do Van,Huyen,1,01/25/2002,75304018663,22CLC4
21140361,huyen664@KHTN,21140361,Nguyen Khanh,Huyen,0,08/15/2002,75304018664,22CLC4
21140362,huyen665@KHTN,21140362,Nguyen Le Minh,Huyen,0,06/09/2003,75304018665,22CLC4
21140363,huyen666@KHTN,21140363,Vu Le Dieu,Huyen,0,10/22/2003,75304018666,22CLC4
21140364,hy667@KHTN,21140364,Dao Hoang Bach,Hy,0,06/03/2003,75304018667,22CLC4
21140365,khang668@KHTN,21140365,Le Nguyen Bao,Khang,0,01/04/2002,75304018668,22CLC4
21140368,lan669@KHTN,21140368,Nguyen Ngoc Quynh,Lan,0,07/25/2002,75304018669,22CLC4
21140369,linh670@KHTN,21140369,Cao Tu,Linh,1,09/08/2003,75304018670,22CLC4
21140371,linh671@KHTN,21140371,Tran Phuong,Linh,0,05/13/2001,75304018671,22CLC4
21140372,linh672@KHTN,21140372,Tran Thi Tu,Linh,0,07/06/2003,75304018672,22CLC4
21140373,loan673@KHTN,21140373,Thai Thi Cam,Loan,0,11/14/2002,75304018673,22CLC4
21140374,long674@KHTN,21140374,Ly Hoang,Long,0,07/08/2002,75304018674,22CLC4
21140375,minh675@KHTN,21140375,Tran Giang Duc,Minh,1,10/27/2002,75304018675,22CLC4
21140377,ngan676@KHTN,21140377,Bui Thi Thanh,Ngan,0,11/07/2002,75304018676,22CLC4
21140378,ngan677@KHTN,21140378,Mai Thi Kim,Ngan,1,08/11/2002,75304018677,22CLC4
21140380,ngan678@KHTN,21140380,Nguyen Ngoc Kim,Ngan,0,12/10/2003,75304018678,22CLC4
21140381,ngan679@KHTN,21140381,Nguyen Thoai,Ngan,0,08/07/2002,75304018679,22CLC4
21140384,ngoc680@KHTN,21140384,Do Le Bao,Ngoc,1,11/24/2003,75304018680,22CLC4
21140385,ngoc681@KHTN,21140385,Luong Nhu,Ngoc,0,11/16/2002,75304018681,22CLC4
21140387,nhan682@KHTN,21140387,Tran Dong Trung,Nhan,1,05/16/2001,75304018682,22CLC4
21140388,nhi683@KHTN,21140388,Bui Phuong,Nhi,0,10/16/2003,75304018683,22CLC4
21140389,nhi684@KHTN,21140389,Nguyen Thi Truc,Nhi,0,09/26/2002,75304018684,22CLC4
21140393,nhu685@KHTN,21140393,Nguyen Thi Huynh,Nhu,1,08/27/2003,75304018685,22CLC4
21140394,oanh686@KHTN,21140394,Le Hoang,Oanh,1,06/18/2003,75304018686,22CLC4
21140395,oanh687@KHTN,21140395,Nguyen Mai Hoang,Oanh,1,03/03/2002,75304018687,22CLC4
21140396,phong688@KHTN,21140396,Phan The,Phong,1,10/01/2002,75304018688,22CLC4
21140397,phu689@KHTN,21140397,Tran Van,Phu,0,12/25/2002,75304018689,22CLC4
21140399,phung690@KHTN,21140399,Huynh Phuong Song,Phung,0,11/07/2001,75304018690,22CLC4
21140400,phuoc691@KHTN,21140400,Trieu My,Phuoc,0,07/02/2002,75304018691,22CLC4
21140401,phuong692@KHTN,21140401,Nguyen Lan,Phuong,1,05/22/2001,75304018692,22CLC4
21140403,quan693@KHTN,21140403,Tran Minh,Quan,1,03/27/2002,75304018693,22CLC4
21140404,qui694@KHTN,21140404,Pham Luc Phu,Qui,1,07/02/2002,75304018694,22CLC4
21140405,quynh695@KHTN,21140405,Nguyen Thi Nhu,Quynh,1,08/24/2002,75304018695,22CLC4
21140406,sang696@KHTN,21140406,Pham Ba Minh,Sang,1,06/08/2002,75304018696,22CLC4
21140408,tam697@KHTN,21140408,Tran Nguyen Tue,Tam,0,11/11/2001,75304018697,22CLC4
21140409,thang698@KHTN,21140409,Phan Duy,Thang,0,11/20/2003,75304018698,22CLC4
21140410,thanh699@KHTN,21140410,Pham Tran Thien,Thanh,1,06/12/2002,75304018699,22CLC4
21140411,thao700@KHTN,21140411,Tran Xuan,Thao,1,02/23/2001,75304018700,22CLC4
21140412,thao701@KHTN,21140412,Hoang Thi Thu,Thao,0,01/17/2001,75304018701,22CLC4
21140413,thao702@KHTN,21140413,Nguyen Phuong,Thao,1,10/17/2001,75304018702,22CLC4
21147008,khang703@KHTN,21147008,Huynh Tran Tuan,Khang,1,05/26/2001,75304018703,22CLC4
21147010,kim704@KHTN,21147010,Nguyen Ngoc Thien,Kim,0,07/24/2003,75304018704,22CLC4
21147013,minh705@KHTN,21147013,Hang Thuy Van,Minh,0,11/21/2001,75304018705,22CLC4
21147017,nha706@KHTN,21147017,Phan Nguyen Thanh,Nha,0,07/24/2003,75304018706,22CLC4
21147020,phung707@KHTN,21147020,Ly The,Phung,1,01/06/2002,75304018707,22CLC4
21147025,vy708@KHTN,21147025,Nguyen Duong Thao,Vy,0,11/20/2001,75304018708,22CLC4
21147027,anh709@KHTN,21147027,Doan Vo Nhat,Anh,0,05/23/2002,75304018709,22CLC4
21147029,anh710@KHTN,21147029,Tran Ngoc,Anh,0,05/28/2001,75304018710,22CLC4
21147033,cong711@KHTN,21147033,Bui Thanh,Cong,1,09/19/2001,75304018711,22CLC4
21147036,dong712@KHTN,21147036,Nguyen Dat,Dong,0,02/22/2002,75304018712,22CLC4
21147038,duong713@KHTN,21147038,Vo Thuy,Duong,0,01/06/2002,75304018713,22CLC5
21147045,hau714@KHTN,21147045,Nguyen Tien,Hau,0,11/11/2003,75304018714,22CLC5
21147049,khanh715@KHTN,21147049,Nguyen Gia,Khanh,0,10/15/2002,75304018715,22CLC5
21147051,kiet716@KHTN,21147051,Hoang Tuan,Kiet,0,03/10/2003,75304018716,22CLC5
21147052,linh717@KHTN,21147052,Hua Man,Linh,0,08/11/2001,75304018717,22CLC5
21147056,minh718@KHTN,21147056,Vo Nguyen Nhat,Minh,0,03/24/2003,75304018718,22CLC5
21147060,nguyen719@KHTN,21147060,Truong Tri,Nguyen,0,07/19/2002,75304018719,22CLC5
21147065,nhu720@KHTN,21147065,Dinh Huynh,Nhu,1,01/17/2001,75304018720,22CLC5
21147066,nhu721@KHTN,21147066,Nguyen Dao Quynh,Nhu,1,10/22/2003,75304018721,22CLC5
21147074,phuoc722@KHTN,21147074,Pham Thanh,Phuoc,0,09/25/2002,75304018722,22CLC5
21147079,thao723@KHTN,21147079,Nguyen Ngoc Nhat,Thao,1,01/20/2003,75304018723,22CLC5
21147080,thao724@KHTN,21147080,Vo Thi Thanh,Thao,1,08/24/2003,75304018724,22CLC5
21147083,thien725@KHTN,21147083,Tran Van,Thien,1,08/17/2002,75304018725,22CLC5
21147084,thu726@KHTN,21147084,Nguyen Dinh Minh,Thu,0,06/24/2003,75304018726,22CLC5
21147089,trang727@KHTN,21147089,Nguyen Ngoc Minh,Trang,1,05/24/2003,75304018727,22CLC5
21147090,trang728@KHTN,21147090,Vo Nguyen Nguyen,Trang,1,06/22/2001,75304018728,22CLC5
21147093,uyen729@KHTN,21147093,Cao Trinh Phuong,Uyen,1,03/19/2001,75304018729,22CLC5
21147094,vy730@KHTN,21147094,Nguyen Hoang Khanh,Vy,1,11/02/2002,75304018730,22CLC5
21147104,ngan731@KHTN,21147104,Nguyen Hoang Bao,Ngan,0,09/24/2001,75304018731,22CLC5
21147106,an732@KHTN,21147106,Nguyen Thanh,An,1,01/11/2001,75304018732,22CLC5
21147108,anh733@KHTN,21147108,Dao Hai,Anh,0,08/19/2003,75304018733,22CLC5
21147109,anh734@KHTN,21147109,Mai Phuong,Anh,1,02/18/2001,75304018734,22CLC5
21147110,bach735@KHTN,21147110,Phan Hoang,Bach,0,12/07/2003,75304018735,22CLC5
21147111,chau736@KHTN,21147111,Nguyen Thuy To,Chau,1,03/09/2001,75304018736,22CLC5
21147112,chi737@KHTN,21147112,Nguyen My,Chi,1,01/05/2002,75304018737,22CLC5
21147113,dat738@KHTN,21147113,Duong Quoc,Dat,0,06/14/2002,75304018738,22CLC5
21147114,diem739@KHTN,21147114,Tran Ngoc Kieu,Diem,0,06/26/2003,75304018739,22CLC5
21147115,dinh740@KHTN,21147115,Thai Moc Quy,Dinh,1,08/26/2003,75304018740,22CLC5
21147116,doan741@KHTN,21147116,Tran Hoang Khanh,Doan,1,08/24/2001,75304018741,22CLC5
21147117,duong742@KHTN,21147117,Le Duc,Duong,1,10/22/2002,75304018742,22CLC5
21147118,duy743@KHTN,21147118,Vu Quang,Duy,0,09/15/2003,75304018743,22CLC5
21147120,han744@KHTN,21147120,Phan Nguyen Ngoc,Han,0,02/24/2001,75304018744,22CLC5
21147121,hang745@KHTN,21147121,Dang Thi Thuy,Hang,0,01/24/2001,75304018745,22CLC5
21147122,hang746@KHTN,21147122,Le Minh,Hang,0,06/09/2001,75304018746,22CLC5
21147123,hieu747@KHTN,21147123,Do Chi,Hieu,0,01/04/2001,75304018747,22CLC5
21147124,huy748@KHTN,21147124,Do Ngoc,Huy,0,03/13/2003,75304018748,22CLC5
21147126,huy749@KHTN,21147126,Truong Huu,Huy,0,01/17/2001,75304018749,22CLC5
21147127,huynh750@KHTN,21147127,Pham,Huynh,1,08/09/2002,75304018750,22CLC5
21147128,khang751@KHTN,21147128,Huynh Huy,Khang,1,12/04/2003,75304018751,22CLC5
21147129,khanh752@KHTN,21147129,Pham Nguyen Huong,Khanh,1,09/26/2002,75304018752,22CLC5
21147130,khanh753@KHTN,21147130,Tran Hong,Khanh,0,09/21/2002,75304018753,22CLC5
21147131,lam754@KHTN,21147131,Tran Quoc,Lam,1,05/18/2003,75304018754,22CLC5
21147132,linh755@KHTN,21147132,Diep Gia,Linh,0,01/09/2003,75304018755,22CLC5
21147133,linh756@KHTN,21147133,Huynh Gia,Linh,1,12/15/2001,75304018756,22CLC5
21147134,linh757@KHTN,21147134,Tong Khanh,Linh,0,12/10/2002,75304018757,22CLC5
21147136,mai758@KHTN,21147136,Nguyen Hoang Xuan,Mai,1,12/27/2002,75304018758,22CLC5
21147137,mai759@KHTN,21147137,Nguyen Huynh,Mai,0,12/16/2003,75304018759,22CLC5
21147138,mai760@KHTN,21147138,Nguyen Ngoc Xuan,Mai,0,11/12/2001,75304018760,22CLC6
21147139,minh761@KHTN,21147139,Dao Bao,Minh,1,09/05/2003,75304018761,22CLC6
21147140,my762@KHTN,21147140,Pham Thi Tra,My,1,07/15/2002,75304018762,22CLC6
21147141,nga763@KHTN,21147141,Nguyen Mai Ngoc,Nga,1,11/14/2001,75304018763,22CLC6
21147142,ngan764@KHTN,21147142,Nguyen Thi Kim,Ngan,1,11/05/2001,75304018764,22CLC6
21147143,ngao765@KHTN,21147143,Nguyen Van,Ngao,1,06/20/2001,75304018765,22CLC6
21147144,ngoc766@KHTN,21147144,Pham Hong,Ngoc,1,01/27/2001,75304018766,22CLC6
21147145,nhat767@KHTN,21147145,Luong Minh,Nhat,1,04/08/2001,75304018767,22CLC6
21147146,nhat768@KHTN,21147146,Pham Minh,Nhat,0,06/09/2002,75304018768,22CLC6
21147147,nhi769@KHTN,21147147,Le Nhat Yen,Nhi,0,02/26/2003,75304018769,22CLC6
21147148,nhi770@KHTN,21147148,Pham Thi Thanh,Nhi,1,08/11/2003,75304018770,22CLC6
21147149,nhi771@KHTN,21147149,Tran Minh Tuyet,Nhi,1,07/08/2003,75304018771,22CLC6
21147150,nhi772@KHTN,21147150,Tran Nguyen Yen,Nhi,1,09/15/2003,75304018772,22CLC6
21147151,nhu773@KHTN,21147151,Huynh Nguyen Thanh,Nhu,0,01/19/2002,75304018773,22CLC6
21147152,nhu774@KHTN,21147152,Nguyen Phan Quynh,Nhu,0,02/04/2003,75304018774,22CLC6
21147153,nhu775@KHTN,21147153,Ton Nguyen Phuong,Nhu,0,08/22/2002,75304018775,22CLC6
21147155,phuc776@KHTN,21147155,Le Huu,Phuc,1,11/02/2003,75304018776,22CLC6
21147156,phuc777@KHTN,21147156,Le Huynh,Phuc,0,01/21/2002,75304018777,22CLC6
21147157,phuong778@KHTN,21147157,Huynh Ai,Phuong,0,10/22/2003,75304018778,22CLC6
21147158,quan779@KHTN,21147158,Nguyen Dinh,Quan,1,09/28/2002,75304018779,22CLC6
21147161,thang780@KHTN,21147161,Nguyen Trong,Thang,0,08/02/2001,75304018780,22CLC6
21147162,thanh781@KHTN,21147162,Nguyen Xuan,Thanh,0,06/12/2003,75304018781,22CLC6
21147163,thao782@KHTN,21147163,Hoang Thi,Thao,1,05/14/2002,75304018782,22CLC6
21147164,thao783@KHTN,21147164,Le Nguyen Lan,Thao,0,01/05/2003,75304018783,22CLC6
21147165,thao784@KHTN,21147165,Trinh Phuong,Thao,0,06/15/2003,75304018784,22CLC6
21147166,thoa785@KHTN,21147166,Nguyen Thi Kim,Thoa,0,06/18/2003,75304018785,22CLC6
21147167,thu786@KHTN,21147167,Nguyen Minh,Thu,0,03/09/2002,75304018786,22CLC6
21147168,thuan787@KHTN,21147168,Doan Minh,Thuan,1,12/05/2002,75304018787,22CLC6
21147169,thy788@KHTN,21147169,Bui Mai,Thy,1,02/19/2001,75304018788,22CLC6
21147170,thy789@KHTN,21147170,Nguyen Anh,Thy,0,08/21/2001,75304018789,22CLC6
21147171,tran790@KHTN,21147171,Pham Doan Tu,Tran,1,06/25/2003,75304018790,22CLC6
21147172,tri791@KHTN,21147172,Nguyen Anh,Tri,1,11/11/2002,75304018791,22CLC6
21147173,trinh792@KHTN,21147173,Lam Pham Tuyet,Trinh,1,07/24/2002,75304018792,22CLC6
21147174,truc793@KHTN,21147174,Nguyen Thanh,Truc,1,03/22/2003,75304018793,22CLC6
21147175,trung794@KHTN,21147175,Vu Thanh,Trung,0,02/14/2001,75304018794,22CLC6
21147176,tu795@KHTN,21147176,Pham Ngoc Minh,Tu,0,02/28/2002,75304018795,22CLC6
21147177,vinh796@KHTN,21147177,Nguyen Bui Duc,Vinh,0,02/05/2001,75304018796,22CLC6
21147178,vy797@KHTN,21147178,Nguyen Phan Thao,Vy,0,06/16/2002,75304018797,22CLC6
21147181,vy798@KHTN,21147181,Le Trieu,Vy,0,07/02/2002,75304018798,22CLC6
21147182,y799@KHTN,21147182,Nguyen Dao Nhu,Y,1,01/08/2002,75304018799,22CLC6
21146036,duy800@KHTN,21146036,Nguyen Hoang,Duy,1,11/25/2002,75304018800,22CLC6
21146039,giang801@KHTN,21146039,Vu Le,Giang,1,10/14/2001,75304018801,22CLC6
21146040,hai802@KHTN,21146040,Ly Nhut,Hai,1,05/20/2002,75304018802,22CLC6
21146041,hang803@KHTN,21146041,Ngo Uyen,Hang,1,01/18/2001,75304018803,22CLC6
21146044,hue804@KHTN,21146044,Nguyen Thi Thanh,Hue,1,03/07/2001,75304018804,22CLC6
21146045,hung805@KHTN,21146045,Pham Thi Ngoc,Hung,0,11/17/2002,75304018805,22CLC6
21146048,huyen806@KHTN,21146048,Nguyen Thi Thanh,Huyen,0,12/07/2002,75304018806,22CLC6
21146049,khoa807@KHTN,21146049,Dinh Anh,Khoa,0,08/04/2001,75304018807,22CLC6
21146050,khue808@KHTN,21146050,Pham Lan Gia,Khue,1,08/14/2001,75304018808,22CLC6
21146051,ky809@KHTN,21146051,Phan Dang Hieu,Ky,1,02/09/2003,75304018809,22CLC6
21146052,lan810@KHTN,21146052,Nguyen Thi Tuyet,Lan,0,03/09/2001,75304018810,22CLC6
21146053,linh811@KHTN,21146053,Nguyen Khanh,Linh,1,09/03/2001,75304018811,22CLC6
21146054,linh812@KHTN,21146054,Nguyen Khanh,Linh,0,08/01/2001,75304018812,22CLC6
21146055,linh813@KHTN,21146055,Nguyen Phuc Giao,Linh,1,04/12/2002,75304018813,22CLC7
21146056,linh814@KHTN,21146056,Tran Vo Truc,Linh,1,04/05/2001,75304018814,22CLC7
21146057,long815@KHTN,21146057,Tran Nhat Minh,Long,0,02/13/2002,75304018815,22CLC7
21146060,nam816@KHTN,21146060,Nguyen Thanh,Nam,1,09/19/2001,75304018816,22CLC7
21146061,ngan817@KHTN,21146061,Thai Ngoc Minh,Ngan,0,08/15/2002,75304018817,22CLC7
21146062,ngoc818@KHTN,21146062,Tran Bao,Ngoc,1,10/16/2003,75304018818,22CLC7
21146063,nguyen819@KHTN,21146063,Tran Hanh,Nguyen,1,10/25/2002,75304018819,22CLC7
21170016,giang820@KHTN,21170016,Do Nguyen Huong,Giang,0,06/23/2001,75304018820,22CLC7
21170048,thu821@KHTN,21170048,Pham Nguyen Anh,Thu,0,03/25/2002,75304018821,22CLC7
21170057,kha822@KHTN,21170057,Huynh Le Minh,Kha,0,09/03/2001,75304018822,22CLC7
21170058,nguyen823@KHTN,21170058,Nguyen Duc,Nguyen,0,02/08/2001,75304018823,22CLC7
21170059,an824@KHTN,21170059,Le Vo Hoang Thanh,An,0,10/18/2001,75304018824,22CLC7
21170061,anh825@KHTN,21170061,Nguy Van,Anh,1,01/23/2002,75304018825,22CLC7
21170062,anh826@KHTN,21170062,Nguyen Thi Lan,Anh,1,04/11/2002,75304018826,22CLC7
21170063,anh827@KHTN,21170063,Tran Thi Phuong,Anh,0,11/25/2002,75304018827,22CLC7
21170065,anh828@KHTN,21170065,Vo Quang,Anh,1,10/09/2003,75304018828,22CLC7
21170066,anh829@KHTN,21170066,Vu Que,Anh,1,06/20/2003,75304018829,22CLC7
21170067,bao830@KHTN,21170067,Nguyen Ngoc Hoai,Bao,1,03/18/2001,75304018830,22CLC7
