username,password,studentID,firstname,lastname,gender(0-male/1-female),DateofBirth(mm/dd/yyyy),socialID,CLASS
21147051,kiet716@KHTN,21147051,Hoang Tuan,Kiet,0,03/10/2003,75304018716,21CLC3
21147052,linh717@KHTN,21147052,Hua Man,Linh,0,08/11/2001,75304018717,21CLC3
21147056,minh718@KHTN,21147056,Vo Nguyen Nhat,Minh,0,03/24/2003,75304018718,21CLC3
21147060,nguyen719@KHTN,21147060,Truong Tri,Nguyen,0,07/19/2002,75304018719,21CLC3
21147065,nhu720@KHTN,21147065,Dinh Huynh,Nhu,1,01/17/2001,75304018720,21CLC3
21147066,nhu721@KHTN,21147066,Nguyen Dao Quynh,Nhu,1,10/22/2003,75304018721,21CLC3
21147074,phuoc722@KHTN,21147074,Pham Thanh,Phuoc,0,09/25/2002,75304018722,21CLC3
21147079,thao723@KHTN,21147079,Nguyen Ngoc Nhat,Thao,1,01/20/2003,75304018723,21CLC3
21147080,thao724@KHTN,21147080,Vo Thi Thanh,Thao,1,08/24/2003,75304018724,21CLC3
21147083,thien725@KHTN,21147083,Tran Van,Thien,1,08/17/2002,75304018725,21CLC3
21147084,thu726@KHTN,21147084,Nguyen Dinh Minh,Thu,0,06/24/2003,75304018726,21CLC3
21147089,trang727@KHTN,21147089,Nguyen Ngoc Minh,Trang,1,05/24/2003,75304018727,21CLC3
21147090,trang728@KHTN,21147090,Vo Nguyen Nguyen,Trang,1,06/22/2001,75304018728,21CLC3
21147093,uyen729@KHTN,21147093,Cao Trinh Phuong,Uyen,1,03/19/2001,75304018729,21CLC3
21147094,vy730@KHTN,21147094,Nguyen Hoang Khanh,Vy,1,11/02/2002,75304018730,21CLC3
21147104,ngan731@KHTN,21147104,Nguyen Hoang Bao,Ngan,0,09/24/2001,75304018731,21CLC3
21147106,an732@KHTN,21147106,Nguyen Thanh,An,1,01/11/2001,75304018732,21CLC3
21147108,anh733@KHTN,21147108,Dao Hai,Anh,0,08/19/2003,75304018733,21CLC3
21147109,anh734@KHTN,21147109,Mai Phuong,Anh,1,02/18/2001,75304018734,21CLC3
21147110,bach735@KHTN,21147110,Phan Hoang,Bach,0,12/07/2003,75304018735,21CLC3
21147111,chau736@KHTN,21147111,Nguyen Thuy To,Chau,1,03/09/2001,75304018736,21CLC3
21147112,chi737@KHTN,21147112,Nguyen My,Chi,1,01/05/2002,75304018737,21CLC3
21147113,dat738@KHTN,21147113,Duong Quoc,Dat,0,06/14/2002,75304018738,21CLC3
21147114,diem739@KHTN,21147114,Tran Ngoc Kieu,Diem,0,06/26/2003,75304018739,21CLC3
21147115,dinh740@KHTN,21147115,Thai Moc Quy,Dinh,1,08/26/2003,75304018740,21CLC3
21147116,doan741@KHTN,21147116,Tran Hoang Khanh,Doan,1,08/24/2001,75304018741,21CLC3
21147117,duong742@KHTN,21147117,Le Duc,Duong,1,10/22/2002,75304018742,21CLC3
21147118,duy743@KHTN,21147118,Vu Quang,Duy,0,09/15/2003,75304018743,21CLC4
21147120,han744@KHTN,21147120,Phan Nguyen Ngoc,Han,0,02/24/2001,75304018744,21CLC4
21147121,hang745@KHTN,21147121,Dang Thi Thuy,Hang,0,01/24/2001,75304018745,21CLC4
21147122,hang746@KHTN,21147122,Le Minh,Hang,0,06/09/2001,75304018746,21CLC4
21147123,hieu747@KHTN,21147123,Do Chi,Hieu,0,01/04/2001,75304018747,21CLC4
21147124,huy748@KHTN,21147124,Do Ngoc,Huy,0,03/13/2003,75304018748,21CLC4
21147126,huy749@KHTN,21147126,Truong Huu,Huy,0,01/17/2001,75304018749,21CLC4
21147127,huynh750@KHTN,21147127,Pham,Huynh,1,08/09/2002,75304018750,21CLC4
21147128,khang751@KHTN,21147128,Huynh Huy,Khang,1,12/04/2003,75304018751,21CLC4
21147129,khanh752@KHTN,21147129,Pham Nguyen Huong,Khanh,1,09/26/2002,75304018752,21CLC4
21147130,khanh753@KHTN,21147130,Tran Hong,Khanh,0,09/21/2002,75304018753,21CLC4
21147131,lam754@KHTN,21147131,Tran Quoc,Lam,1,05/18/2003,75304018754,21CLC4
21147132,linh755@KHTN,21147132,Diep Gia,Linh,0,01/09/2003,75304018755,21CLC4
21147133,linh756@KHTN,21147133,Huynh Gia,Linh,1,12/15/2001,75304018756,21CLC4
21147134,linh757@KHTN,21147134,Tong Khanh,Linh,0,12/10/2002,75304018757,21CLC4
21147136,mai758@KHTN,21147136,Nguyen Hoang Xuan,Mai,1,12/27/2002,75304018758,21CLC4
21147137,mai759@KHTN,21147137,Nguyen Huynh,Mai,0,12/16/2003,75304018759,21CLC4
21147138,mai760@KHTN,21147138,Nguyen Ngoc Xuan,Mai,0,11/12/2001,75304018760,21CLC4
21147139,minh761@KHTN,21147139,Dao Bao,Minh,1,09/05/2003,75304018761,21CLC4
21147140,my762@KHTN,21147140,Pham Thi Tra,My,1,07/15/2002,75304018762,21CLC4
21147141,nga763@KHTN,21147141,Nguyen Mai Ngoc,Nga,1,11/14/2001,75304018763,21CLC4
21147142,ngan764@KHTN,21147142,Nguyen Thi Kim,Ngan,1,11/05/2001,75304018764,21CLC4
21147143,ngao765@KHTN,21147143,Nguyen Van,Ngao,1,06/20/2001,75304018765,21CLC4
21147144,ngoc766@KHTN,21147144,Pham Hong,Ngoc,1,01/27/2001,75304018766,21CLC4
21147145,nhat767@KHTN,21147145,Luong Minh,Nhat,1,04/08/2001,75304018767,21CLC4
21147146,nhat768@KHTN,21147146,Pham Minh,Nhat,0,06/09/2002,75304018768,21CLC4
21147147,nhi769@KHTN,21147147,Le Nhat Yen,Nhi,0,02/26/2003,75304018769,21CLC4
21147148,nhi770@KHTN,21147148,Pham Thi Thanh,Nhi,1,08/11/2003,75304018770,21CLC4
21147149,nhi771@KHTN,21147149,Tran Minh Tuyet,Nhi,1,07/08/2003,75304018771,21CLC4
21147150,nhi772@KHTN,21147150,Tran Nguyen Yen,Nhi,1,09/15/2003,75304018772,21CLC4
21147151,nhu773@KHTN,21147151,Huynh Nguyen Thanh,Nhu,0,01/19/2002,75304018773,21CLC4
21147152,nhu774@KHTN,21147152,Nguyen Phan Quynh,Nhu,0,02/04/2003,75304018774,21CLC4
21147153,nhu775@KHTN,21147153,Ton Nguyen Phuong,Nhu,0,08/22/2002,75304018775,21CLC4
21147155,phuc776@KHTN,21147155,Le Huu,Phuc,1,11/02/2003,75304018776,21CLC4
21147156,phuc777@KHTN,21147156,Le Huynh,Phuc,0,01/21/2002,75304018777,21CLC4
21147157,phuong778@KHTN,21147157,Huynh Ai,Phuong,0,10/22/2003,75304018778,21CLC4
21147158,quan779@KHTN,21147158,Nguyen Dinh,Quan,1,09/28/2002,75304018779,21CLC4
21147161,thang780@KHTN,21147161,Nguyen Trong,Thang,0,08/02/2001,75304018780,21CLC4
21147162,thanh781@KHTN,21147162,Nguyen Xuan,Thanh,0,06/12/2003,75304018781,21CLC4
21147163,thao782@KHTN,21147163,Hoang Thi,Thao,1,05/14/2002,75304018782,21CLC4
21147164,thao783@KHTN,21147164,Le Nguyen Lan,Thao,0,01/05/2003,75304018783,21CLC4
21147165,thao784@KHTN,21147165,Trinh Phuong,Thao,0,06/15/2003,75304018784,21CLC4
21147166,thoa785@KHTN,21147166,Nguyen Thi Kim,Thoa,0,06/18/2003,75304018785,21CLC4
21147167,thu786@KHTN,21147167,Nguyen Minh,Thu,0,03/09/2002,75304018786,21CLC4
21147168,thuan787@KHTN,21147168,Doan Minh,Thuan,1,12/05/2002,75304018787,21CLC4
21147169,thy788@KHTN,21147169,Bui Mai,Thy,1,02/19/2001,75304018788,21CLC4
21147170,thy789@KHTN,21147170,Nguyen Anh,Thy,0,08/21/2001,75304018789,21CLC4
21147171,tran790@KHTN,21147171,Pham Doan Tu,Tran,1,06/25/2003,75304018790,21CLC4
21147172,tri791@KHTN,21147172,Nguyen Anh,Tri,1,11/11/2002,75304018791,21CLC4
21147173,trinh792@KHTN,21147173,Lam Pham Tuyet,Trinh,1,07/24/2002,75304018792,21CLC4
21147174,truc793@KHTN,21147174,Nguyen Thanh,Truc,1,03/22/2003,75304018793,21CLC4
21147175,trung794@KHTN,21147175,Vu Thanh,Trung,0,02/14/2001,75304018794,21CLC4
21147176,tu795@KHTN,21147176,Pham Ngoc Minh,Tu,0,02/28/2002,75304018795,21CLC4
21147177,vinh796@KHTN,21147177,Nguyen Bui Duc,Vinh,0,02/05/2001,75304018796,21CLC4
21147178,vy797@KHTN,21147178,Nguyen Phan Thao,Vy,0,06/16/2002,75304018797,21CLC4
21147181,vy798@KHTN,21147181,Le Trieu,Vy,0,07/02/2002,75304018798,21CLC4
21147182,y799@KHTN,21147182,Nguyen Dao Nhu,Y,1,01/08/2002,75304018799,21CLC4
21146036,duy800@KHTN,21146036,Nguyen Hoang,Duy,1,11/25/2002,75304018800,21CLC4
21146039,giang801@KHTN,21146039,Vu Le,Giang,1,10/14/2001,75304018801,21CLC4
21146040,hai802@KHTN,21146040,Ly Nhut,Hai,1,05/20/2002,75304018802,21CLC4
21146041,hang803@KHTN,21146041,Ngo Uyen,Hang,1,01/18/2001,75304018803,21CLC5
21146044,hue804@KHTN,21146044,Nguyen Thi Thanh,Hue,1,03/07/2001,75304018804,21CLC5
21146045,hung805@KHTN,21146045,Pham Thi Ngoc,Hung,0,11/17/2002,75304018805,21CLC5
21146048,huyen806@KHTN,21146048,Nguyen Thi Thanh,Huyen,0,12/07/2002,75304018806,21CLC5
21146049,khoa807@KHTN,21146049,Dinh Anh,Khoa,0,08/04/2001,75304018807,21CLC5
21146050,khue808@KHTN,21146050,Pham Lan Gia,Khue,1,08/14/2001,75304018808,21CLC5
21146051,ky809@KHTN,21146051,Phan Dang Hieu,Ky,1,02/09/2003,75304018809,21CLC5
21146052,lan810@KHTN,21146052,Nguyen Thi Tuyet,Lan,0,03/09/2001,75304018810,21CLC5
21146053,linh811@KHTN,21146053,Nguyen Khanh,Linh,1,09/03/2001,75304018811,21CLC5
21146054,linh812@KHTN,21146054,Nguyen Khanh,Linh,0,08/01/2001,75304018812,21CLC5
21146055,linh813@KHTN,21146055,Nguyen Phuc Giao,Linh,1,04/12/2002,75304018813,21CLC5
21146056,linh814@KHTN,21146056,Tran Vo Truc,Linh,1,04/05/2001,75304018814,21CLC5
21146057,long815@KHTN,21146057,Tran Nhat Minh,Long,0,02/13/2002,75304018815,21CLC5
21146060,nam816@KHTN,21146060,Nguyen Thanh,Nam,1,09/19/2001,75304018816,21CLC5
21146061,ngan817@KHTN,21146061,Thai Ngoc Minh,Ngan,0,08/15/2002,75304018817,21CLC5
21146062,ngoc818@KHTN,21146062,Tran Bao,Ngoc,1,10/16/2003,75304018818,21CLC5
21146063,nguyen819@KHTN,21146063,Tran Hanh,Nguyen,1,10/25/2002,75304018819,21CLC5
21170016,giang820@KHTN,21170016,Do Nguyen Huong,Giang,0,06/23/2001,75304018820,21CLC5
21170048,thu821@KHTN,21170048,Pham Nguyen Anh,Thu,0,03/25/2002,75304018821,21CLC5
21170057,kha822@KHTN,21170057,Huynh Le Minh,Kha,0,09/03/2001,75304018822,21CLC5
21170058,nguyen823@KHTN,21170058,Nguyen Duc,Nguyen,0,02/08/2001,75304018823,21CLC5
21170059,an824@KHTN,21170059,Le Vo Hoang Thanh,An,0,10/18/2001,75304018824,21CLC5
21170061,anh825@KHTN,21170061,Nguy Van,Anh,1,01/23/2002,75304018825,21CLC5
21170062,anh826@KHTN,21170062,Nguyen Thi Lan,Anh,1,04/11/2002,75304018826,21CLC5
21170063,anh827@KHTN,21170063,Tran Thi Phuong,Anh,0,11/25/2002,75304018827,21CLC5
21170065,anh828@KHTN,21170065,Vo Quang,Anh,1,10/09/2003,75304018828,21CLC5
21170066,anh829@KHTN,21170066,Vu Que,Anh,1,06/20/2003,75304018829,21CLC5
21170067,bao830@KHTN,21170067,Nguyen Ngoc Hoai,Bao,1,03/18/2001,75304018830,21CLC5
